LOCATION,LOC_CODE,TRAIL_NAME,REACH,PATH_TYPE,TYPE_CLASS,SURFACE_TYPE,LENGTH_MILE,WIDTH_FT,PRIMARY_USE,JURISDICTION,ACCESSIBILITY,YEAR_BUILT,NOTES,ASSET_CLASS,CLASS_CATEGORY,GIS_ASSET_ID,INFOR_ASSET_ID,FCA_DATE,ASSET_CONDITION
Crestmoor Park,403,None,None,1,Park Circulation,Asphalt,0.00724281,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71660,107175,2019-01-01 00:00:00,Good
Park Ave Parks,317,None,None,1,Right of Way Walk,Concrete,0.02515512,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,76175,113009,2019-01-01 00:00:00,Good
Washington Park,711,Meadow Loop,None,1,Park Circulation,Concrete,0.06334864,None,None,City & County of Denver,None,2013,None,WLKTRL,WLK-HARD,76412,114877,2019-01-01 00:00:00,Good
Garland Park,728,None,None,1,Park Circulation,Concrete,0.07876466,8.0,None,City & County of Denver,None,2021,None,WLKTRL,WLK-HARD,71087,105577,2022-05-06 00:00:00,100
Lakewood & Dry Gulch Park,030,Lakewood Gulch Trail,None,2,Minor,Concrete,0.03876762,10.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-MNR,70785,104752,2019-01-01 00:00:00,Good
Northfield Pond,565,None,None,1,Park Circulation,Natural Surface,0.02453845,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,74650,107553,2019-01-01 00:00:00,Good
Argo Park,212,None,None,1,Park Circulation,Concrete,0.01020804,10.0,None,City & County of Denver,None,2008,None,WLKTRL,WLK-HARD,70295,104690,2019-01-01 00:00:00,Good
Quality Hill Park,342,None,None,1,Park Circulation,Concrete,0.03514195,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74607,106790,2019-01-01 00:00:00,Good
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.01706078,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71129,106334,2019-01-01 00:00:00,Good
Eastmoor Park,606,None,None,1,Park Circulation,Concrete,0.0332385,8.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,70737,109183,2019-01-01 00:00:00,Good
Ford Park,538,None,None,1,Right of Way Walk,Concrete,0.08675276,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,71880,106447,2019-01-01 00:00:00,Good
Central Park,561,None,None,1,Park Circulation,Concrete,0.0468861,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71451,108578,2019-01-01 00:00:00,Good
Willow Bark Dog Park,578,None,None,1,Right of Way Walk,Concrete,0.00227596,None,None,City & County of Denver,None,2017,None,WLKTRL,WLK-ROW,77046,None,2021-05-06 00:00:00,80
Town Center,558,None,None,1,Park Circulation,Concrete,0.01799198,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74369,106756,2019-01-01 00:00:00,Good
Centennial Park,901,None,None,1,Park Circulation,Crusher Fines,0.00989403,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,74605,106788,2019-01-01 00:00:00,Good
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.09754474,12.0,None,City & County of Denver,None,2012,None,WLKTRL,WLK-HARD,76348,114778,2019-01-01 00:00:00,Good
Commons Park,902,None,None,1,Park Circulation,Concrete,0.14210062,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71731,109294,2019-01-01 00:00:00,Good
Athmar Park,802,None,None,1,Park Circulation,Concrete,0.01592493,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,76233,113458,2019-01-01 00:00:00,Good
Park Ave Parks,317,None,None,1,Right of Way Walk,Concrete,0.00543143,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,76171,113001,2019-01-01 00:00:00,Good
Parkfield,516,None,None,1,Park Circulation,Concrete,0.01643386,None,None,City & County of Denver,None,2009,None,WLKTRL,WLK-HARD,75577,106158,2019-01-01 00:00:00,Good
Parkfield,516,None,None,1,Park Circulation,Concrete,0.0501396,None,None,City & County of Denver,None,2009,None,WLKTRL,WLK-HARD,75636,107688,2019-01-01 00:00:00,Good
Ruby Hill Park,827,None,None,1,Park Circulation,Concrete,0.01122943,None,None,City & County of Denver,None,2011,None,WLKTRL,WLK-HARD,76078,112404,2019-01-01 00:00:00,Good
Berkeley Lake Park,002,None,None,1,Park Circulation,Asphalt,0.03916554,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70899,107083,2018-09-13 00:00:00,Poor
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.00488199,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71091,105581,2019-01-01 00:00:00,Good
Montbello Central,541,None,None,1,Park Circulation,Concrete,0.05039324,8.0,None,City & County of Denver,None,2018,None,WLKTRL,WLK-HARD,71256,104030,2019-01-01 00:00:00,Good
City of Kunming Park,833,None,None,1,Park Circulation,Concrete,0.0167227,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71560,105628,2019-01-01 00:00:00,Good
Russell Square,206,None,None,1,Right of Way Walk,Concrete,0.05985708,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,73079,105088,2019-01-01 00:00:00,Good
Cheesman Park,312,None,None,1,Park Circulation,Concrete,0.00280318,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70064,105434,2019-01-01 00:00:00,Good
Kennedy Soccer,625,None,None,1,Park Circulation,Concrete,0.00848997,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72596,106528,2019-01-01 00:00:00,Good
Lowry Open Space,L28,None,None,1,Park Circulation,Crusher Fines,0.11466984,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,76404,114823,2019-01-01 00:00:00,Good
Bonnie Brae Park,702,None,None,1,Park Circulation,Concrete,0.02720597,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71037,104777,2019-01-01 00:00:00,Good
Uplands Park,574,None,None,1,Park Circulation,Crusher Fines,0.08027519,5.0,None,City & County of Denver,None,2015,None,WLKTRL,WLK-SOFT,76748,None,2021-05-06 00:00:00,80
Pinehurst Park,159,None,None,1,Right of Way Walk,Concrete,0.16523923,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,73054,105063,2019-01-01 00:00:00,Good
Commons Park,902,None,None,1,Park Circulation,Concrete,0.00664261,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71579,105647,2019-01-01 00:00:00,Good
Parkfield,516,None,None,1,Park Circulation,Concrete,0.00287717,5.0,None,City & County of Denver,None,2011,None,WLKTRL,WLK-HARD,75815,106173,2019-01-01 00:00:00,Good
Skyland Park,429,None,None,1,Right of Way Walk,Concrete,0.03604325,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,71273,104047,2019-01-01 00:00:00,Good
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.0515676,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74270,104448,2019-01-01 00:00:00,Good
City of Chennai Park,660,None,None,1,Park Circulation,Concrete,0.01614501,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71531,104847,2019-01-01 00:00:00,Good
Pulaski Park,319,None,None,1,Park Circulation,Concrete,0.01355465,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71162,107107,2019-01-01 00:00:00,Good
Prairie Uplands,583,Sand Creek Trail,None,2,Regional,Concrete,0.80512854,12.0,None,City & County of Denver,None,2016,None,WLKTRL,TRL-RGN,76671,None,2019-01-01 00:00:00,80
West-Bar-Val-Wood,838,None,None,1,Right of Way Walk,Concrete,0.10526854,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,74004,104385,2019-01-01 00:00:00,Good
Inspiration Point Park,005,None,None,1,Park Circulation,Concrete,0.04490786,6.0,None,City & County of Denver,None,2022,None,WLKTRL,WLK-HARD,77417,None,2022-06-09 00:00:00,100
Lowry Sports Complex,L21,None,None,1,Right of Way Walk,Concrete,0.03428103,12.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,74360,106012,2019-01-01 00:00:00,Good
Parkfield,516,None,None,1,Park Circulation,Concrete,0.01199563,None,None,City & County of Denver,None,2011,None,WLKTRL,WLK-HARD,75750,104616,2019-01-01 00:00:00,Good
Ruby Hill Park,827,D-18,None,2,Neighborhood,Concrete,0.07989577,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73247,109503,2019-01-01 00:00:00,Good
Prairie Basin,575,None,None,1,Park Circulation,Concrete,0.00401744,5.0,None,City & County of Denver,None,2016,None,WLKTRL,WLK-HARD,77197,None,2021-05-06 00:00:00,80
Pinecrest Village,161,None,None,1,Park Circulation,Concrete,0.07615614,10.0,None,City & County of Denver,None,2021,None,WLKTRL,WLK-HARD,75081,106084,2021-08-09 00:00:00,100
Barnum Park,804,None,None,1,Park Circulation,Concrete,0.01649792,10.0,None,City & County of Denver,None,2009,None,WLKTRL,WLK-HARD,75133,106865,2019-01-01 00:00:00,Good
Harvard Gulch East,810,None,None,1,Right of Way Walk,Concrete,0.00943521,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,74820,106063,2019-01-01 00:00:00,Good
Park Ave Parks,317,None,None,1,Right of Way Walk,Concrete,0.01883703,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,76204,113007,2019-01-01 00:00:00,Good
Crestmoor Park,403,None,None,1,Park Circulation,Concrete,0.01499949,8.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-HARD,71718,108626,2019-01-01 00:00:00,Good
Cheesman Park,312,Cheesman Park Inner Loop,None,1,Park Circulation,Concrete,0.01812175,6.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,75240,109729,2019-01-01 00:00:00,Good
Harvard Gulch West,145,None,None,1,Right of Way Walk,Concrete,0.01919947,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,70132,106978,2019-01-01 00:00:00,Good
Viking Park,020,None,None,1,Park Circulation,Concrete,0.03210257,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73587,105907,2019-01-01 00:00:00,Good
Greenway Park,556,Greenway Trail,None,2,Minor,Concrete,0.03080613,10.0,None,City & County of Denver,None,2008,None,WLKTRL,TRL-MNR,71106,105596,2019-01-01 00:00:00,Good
Cheesman Park,312,None,None,1,Park Circulation,Concrete,0.00492907,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70154,107742,2019-01-01 00:00:00,Good
Hentzel Park,603,Cherry Creek Trail,None,2,Regional,Concrete,0.06129453,10.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-RGN,72395,107247,2019-01-01 00:00:00,Good
Centennial Park,901,None,None,1,Park Circulation,Crusher Fines,0.00622144,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,74577,106029,2019-01-01 00:00:00,Good
Parkfield,516,None,None,1,Park Circulation,Crusher Fines,0.02746716,None,None,City & County of Denver,None,2011,None,WLKTRL,WLK-SOFT,75553,105397,2019-01-01 00:00:00,Good
Gates Crescent Park,907,None,None,1,Park Circulation,Concrete,0.01294324,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71443,107906,2019-01-01 00:00:00,Good
Washington Park,711,None,None,1,Park Circulation,Crusher Fines,0.01333965,None,None,City & County of Denver,None,2016,None,WLKTRL,WLK-HARD,73852,106714,2019-01-01 00:00:00,Good
Centennial Park,901,None,None,1,Park Circulation,Crusher Fines,0.00060263,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,70986,109212,2019-01-01 00:00:00,Good
Overland Pond Park,913,South Platte River Trail,None,2,Regional,Concrete,0.08824899,8.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-RGN,74825,106068,2019-01-01 00:00:00,Good
Green Valley Ranch East,550,None,None,1,Park Circulation,Concrete,0.00448649,12.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72164,107961,2019-01-01 00:00:00,Good
Union & Dudley,179,None,None,1,Park Circulation,Concrete,0.07723009,None,None,City & County of Denver,None,None,Easement,WLKTRL,WLK-HARD,76678,None,None,None
Aztlan Park,032,None,None,1,Park Circulation,Concrete,0.03743946,8.0,None,City & County of Denver,None,2011,None,WLKTRL,WLK-HARD,76098,112447,2019-01-01 00:00:00,Good
City Park,201,None,None,1,Park Circulation,Concrete,0.00935456,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74475,109625,2019-01-01 00:00:00,Good
Northfield Pond,565,Northfiled Trail,None,2,Minor Trail,Concrete,0.01159777,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74653,107556,2019-01-01 00:00:00,Good
Williams Park,225,None,None,1,Park Circulation,Concrete,0.02474183,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74178,108200,2019-01-01 00:00:00,Good
Flores Park,322,None,None,1,Right of Way Walk,Concrete,0.01818649,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,71906,107200,2019-01-01 00:00:00,Good
Rocky Mountain Lake Park,007,None,None,1,Park Circulation,Concrete,0.00552158,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73240,109496,2019-01-01 00:00:00,Good
Town Center,558,None,None,1,Park Circulation,Concrete,0.03755439,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74259,104437,2019-01-01 00:00:00,Good
Westwood Utility Easement,812,None,None,1,Park Circulation,Concrete,0.00815181,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70886,107070,2019-01-01 00:00:00,Good
Central Park,561,None,None,1,Park Circulation,Concrete,0.04996519,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70808,105532,2019-01-01 00:00:00,Good
Great Lawn Park,L07,None,None,1,Park Circulation,Concrete,0.0321881,8.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,75436,109015,2019-01-01 00:00:00,Good
Sanderson Gulch - Irving & Java,841,Sanderson Gulch Trail,None,2,Minor,Concrete,0.12257165,10.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-MNR,74691,108274,2019-01-01 00:00:00,Good
Cottonwood Gallery,577,None,None,1,Park Circulation,Concrete,0.06579905,8.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-HARD,76558,None,2021-05-12 00:00:00,100
Washington Park,711,None,None,1,Park Circulation,Concrete,0.01544528,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73830,105938,2019-01-01 00:00:00,Good
Genesee,M26,Flagstaff Trail,None,2,Mountain,Natural Surface,0.04042065,None,None,Jefferson County,None,None,GPS'd 6/25/2015,WLKTRL,TRL-MTN,77129,None,None,None
Alamo Placita Park,301,None,None,1,Right of Way Walk,Concrete,0.02599789,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,70364,106235,2019-01-01 00:00:00,Good
Montbello Central,541,None,None,1,Park Circulation,Concrete,0.05652535,8.0,None,City & County of Denver,None,2021,None,WLKTRL,WLK-HARD,72977,108767,2022-04-15 00:00:00,100
South Platte River Greenway,TRL-SP,South Platte River Trail,None,2,Access/Ramp,Concrete,0.02315026,8.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-RGN,76026,112142,2019-01-01 00:00:00,Good
Aztlan Park,032,None,None,1,Park Circulation,Concrete,0.00604664,8.0,None,City & County of Denver,None,2011,None,WLKTRL,WLK-HARD,76081,112446,2019-01-01 00:00:00,Good
Sandhills Prairie,581,None,None,1,Right of Way Walk,Concrete,0.06110586,10.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-HARD,76891,None,2021-05-12 00:00:00,80
Garfield Lake Park,807,Garfield Lake Loop,None,1,Park Circulation,Concrete,0.05456387,8.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,75120,106852,2019-01-01 00:00:00,Good
Pinehurst Park,159,None,None,1,Park Circulation,Asphalt,0.02183427,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73164,108069,2019-01-01 00:00:00,Good
Washington Park,711,None,None,1,Park Circulation,Crusher Fines,0.01079857,None,None,City & County of Denver,None,2016,None,WLKTRL,WLK-HARD,73824,105932,2019-01-01 00:00:00,Good
Grant Frontier Park,909,None,None,1,Park Circulation,Concrete,0.22168028,6.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-HARD,76693,None,2019-01-01 00:00:00,80
Manley Park,337,None,None,1,Park Circulation,Concrete,0.0060789,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72962,108752,2019-01-01 00:00:00,Good
Wallace Park,612,None,None,1,Park Circulation,Concrete,0.00696691,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73902,108166,2019-01-01 00:00:00,Good
La Lomita Park,830,None,None,1,Park Circulation,Concrete,0.06362256,10.0,None,City & County of Denver,None,2020,None,WLKTRL,WLK-HARD,77260,None,2021-05-12 00:00:00,100
Genesee,M26,Challenge Course Connector,None,2,Mountain,Natural Surface,0.2208709,None,None,Jefferson County,None, , ,WLKTRL,TRL-MTN,77144,None,None,None
Crestmoor Park,403,None,None,1,Park Circulation,Concrete,0.00836432,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,75004,104526,2019-01-01 00:00:00,Good
Washington Park,711,None,None,1,Park Circulation,Crusher Fines,0.02354798,None,None,City & County of Denver,None,2016,None,WLKTRL,WLK-HARD,73995,109596,2019-01-01 00:00:00,Good
Crestmoor Park,403,None,None,1,Park Circulation,Asphalt,0.00273009,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71590,105658,2018-10-24 00:00:00,Poor
Sand Creek Greenway,TRL-SC,Sand Creek Trail,None,2,Regional,Concrete,0.32638387,10.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-RGN,76041,114898,2019-01-01 00:00:00,Good
Green Valley Ranch East,550,None,None,1,Park Circulation,Concrete,0.00683808,8.0,None,City & County of Denver,None,2009,None,WLKTRL,WLK-HARD,75404,108349,2019-01-01 00:00:00,Good
Elyria Park,204,None,None,1,Park Circulation,Concrete,0.0032485,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74880,107583,2019-01-01 00:00:00,Good
Centennial Park,901,None,None,1,Park Circulation,Crusher Fines,0.00750896,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,70929,107845,2019-01-01 00:00:00,Good
Bear Valley,140,None,None,1,Park Circulation,Concrete,0.0228294,6.0,None,City & County of Denver,None,2020,None,WLKTRL,WLK-HARD,75086,None,2021-06-14 00:00:00,100
Silverman Park,534,None,None,1,Right of Way Walk,Concrete,0.16635041,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,73283,105094,2019-01-01 00:00:00,Good
Bow Mar Heights Park,151,None,None,1,Park Circulation,Asphalt,0.01906017,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71202,108558,2019-01-01 00:00:00,Good
The Bluffs,589,None,None,1,Right of Way Walk,Concrete,None,8.0,None,City & County of Denver,None,2018,None,WLKTRL,WLK-ROW,None,None,2022-09-29 00:00:00,80
Eisenhower Park,630,High Line Canal Trail,None,2,Regional,Asphalt,0.16102875,8.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-RGN,70651,107045,2019-01-01 00:00:00,Good
Bates & Hobart,142,None,None,1,Park Circulation,Concrete,0.01976031,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70507,103941,2019-01-01 00:00:00,Good
Barnum Park,804,None,None,1,Park Circulation,Concrete,0.02069247,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70349,105492,2019-01-01 00:00:00,Good
Mestizo Curtis Park,203,None,None,1,Right of Way Walk,Concrete,0.01405304,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,72890,106573,2019-01-01 00:00:00,Good
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.00225876,12.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74420,107522,2019-01-01 00:00:00,Good
Speer Blvd Park,354,None,None,1,Right of Way Walk,Concrete,0.01395712,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,73360,106644,2019-01-01 00:00:00,Good
Douglass Park,226,None,None,1,Park Circulation,Concrete,0.00977142,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71763,104101,2019-01-01 00:00:00,Good
Sloans Lake Park,019,Sloan's Lake Running Trail,None,1,Park Circulation,Crusher Fines,0.14820517,None,None,City & County of Denver,None,2018,None,WLKTRL,WLK-SOFT,76873,None,2021-05-12 00:00:00,80
